Timestamp,PM2.5,Temperature,Humidity,Soil_Moisture,Biodiversity_Index,Nutrient_Level,Water_Quality,Air_Quality_Index,Pollution_Level,Soil_pH,Dissolved_Oxygen,Chemical_Oxygen_Demand,Biochemical_Oxygen_Demand,Total_Dissolved_Solids,Ecological_Health_Label
1/1/2018 11:00,105.3082819,26.89197088,81.57501562,4.939448676,11,100,0,89.77102293,Moderate,5.332705845,4.896607741,86.1233637,93.93539281,463.4518958,Ecologically Stable
1/1/2018 12:00,218.2588434,20.95994009,86.00698128,2.34938536,9,0,0,120.4337195,Low,6.478668333,7.001054284,101.6919841,71.32939025,208.2705702,Ecologically Stable
1/1/2018 13:00,69.59260925,22.73135113,99.64228566,2.184220701,8,50,0,98.61265852,Low,8.49700781,6.304202012,1.21900624,15.14078868,375.3780531,Ecologically Healthy
1/1/2018 14:00,52.90137195,25.31961081,70.43870957,57.07317217,7,100,0,134.2920108,High,5.626593913,6.30039322,299.6358152,188.2121744,461.5569092,Ecologically Healthy
1/1/2018 15:00,90.70037707,16.81391861,73.00535661,38.43204251,5,0,0,100.8270762,Low,7.578802036,3.649006981,209.014716,112.593373,39.50633313,Ecologically Stable
1/1/2018 16:00,50.26422404,14.18896479,80.97187202,33.02587697,7,0,0,90.44551828,Low,7.905202043,10.35096193,236.804255,85.44359227,356.3784326,Ecologically Healthy
1/1/2018 17:00,65.88706906,18.96147742,95.12443661,45.43643347,12,100,1,103.4190457,Low,8.094816265,4.939764101,294.6782359,34.13094369,321.784004,Ecologically Stable
1/1/2018 18:00,82.46512395,14.89675744,87.08023829,58.88162512,12,100,1,122.6784307,Low,7.249116809,9.706357116,12.34393933,63.4739822,120.7130876,Ecologically Healthy
1/1/2018 19:00,32.00686524,25.69317763,62.4988509,46.42226567,10,100,1,101.60145,Moderate,7.409660297,4.925466409,141.1939247,72.79572873,333.5140735,Ecologically Healthy
1/1/2018 20:00,148.5030047,16.79040001,89.30128705,19.84573862,10,0,1,126.5214569,Moderate,8.019319397,6.64871343,278.2647023,122.3088516,330.8405296,Ecologically Degraded
1/1/2018 21:00,26.75907231,19.02416735,55.44030944,5.725834501,5,100,2,128.8427239,Low,7.236942931,8.45778226,27.74718435,108.4956116,193.9388331,Ecologically Healthy
1/1/2018 22:00,23.63967219,26.90820126,51.40202809,6.729762108,11,50,0,107.161695,Low,8.236934306,6.669435417,56.99828536,138.4816341,23.82678881,Ecologically Healthy
1/1/2018 23:00,96.69752089,25.34949957,79.8624209,31.13973034,5,100,0,125.8593663,Moderate,7.310701327,-0.783163995,110.2279959,36.93849999,160.0369087,Ecologically Stable
1/2/2018 0:00,140.6676904,20.14025527,81.97299513,52.07282985,12,0,0,106.0679627,Low,7.036781547,4.437007949,81.62260449,19.47593953,491.1840808,Ecologically Stable
1/2/2018 1:00,94.89177872,23.79191344,74.8379956,25.01475029,5,0,0,74.00050043,Moderate,7.323461175,4.153999278,246.5719596,68.23275327,171.10144,Ecologically Healthy
1/2/2018 2:00,76.08895885,20.26306759,80.15806578,41.25652735,13,0,1,127.8564019,High,7.807104303,4.66122584,283.7035348,5.244204695,108.6755983,Ecologically Healthy
1/2/2018 3:00,65.36907175,19.12712784,84.98849331,9.54213804,14,0,0,111.1947395,High,8.024069576,8.151266391,129.5054185,112.4663868,117.1840581,Ecologically Healthy
1/2/2018 4:00,56.99549153,26.17333117,69.95256942,21.12865009,7,0,3,98.26657631,Low,6.615716775,6.790606191,247.6708058,168.9905304,382.9704945,Ecologically Healthy
1/2/2018 5:00,171.889965,22.55847973,36.9832926,22.02770786,11,0,0,101.2701135,High,5.007820773,5.673266401,191.1752456,150.0138976,450.7794022,Ecologically Degraded
1/2/2018 6:00,106.052197,21.1594128,77.9894138,20.21041147,10,150,1,130.2217065,Low,7.439468378,9.965515259,14.537031,86.49653566,393.2357764,Ecologically Stable
1/2/2018 7:00,60.86594068,18.80176249,84.90363278,17.08774019,15,0,0,84.47583402,Moderate,7.867904946,5.539521829,191.3958776,142.4726395,465.5452092,Ecologically Healthy
1/2/2018 8:00,46.83032647,15.16729479,64.66705719,37.77198424,8,0,0,87.54218991,High,5.555451226,5.817941247,66.22669885,64.51882498,75.77936144,Ecologically Degraded
1/2/2018 9:00,129.3809478,19.7054748,39.05760893,14.13682122,9,0,3,76.22965193,Low,7.415566822,3.571326748,132.9409294,0.755035539,350.0087598,Ecologically Stable
1/2/2018 10:00,169.1720837,25.33927231,35.6165767,27.13732114,9,100,2,107.4841571,Moderate,8.125694835,7.428387932,135.9504568,55.12633132,15.3423393,Ecologically Stable
1/2/2018 11:00,159.0604891,24.15138302,34.50715318,32.13855415,12,50,3,113.7008472,Low,6.937103731,6.493549461,5.466432064,142.5546695,187.265336,Ecologically Healthy
1/2/2018 12:00,40.05235241,18.36243748,58.2881762,38.63258641,15,50,0,97.72071636,Low,6.346678204,7.003903577,187.4896556,42.61991889,17.52174848,Ecologically Stable
1/2/2018 13:00,64.92489006,23.19753959,51.18562221,45.36312766,14,0,0,108.6845169,Moderate,7.047362026,10.01041039,221.4760288,191.8452506,3.064089673,Ecologically Healthy
1/2/2018 14:00,56.07174838,15.30544842,81.07028063,24.68064136,17,0,2,46.02819752,Low,8.257624734,7.162579792,148.8871391,9.558668197,120.6162206,Ecologically Stable
1/2/2018 15:00,71.91440579,20.22102857,85.08336058,41.43270552,7,150,0,70.42134967,Low,5.256343779,8.26257233,185.9047789,29.42036482,112.0542765,Ecologically Healthy
1/2/2018 16:00,147.5544262,25.98201986,98.26756423,28.90749253,11,100,0,109.50932,Low,7.075428143,8.386178797,86.33150655,62.42243361,8.948684473,Ecologically Healthy
1/2/2018 17:00,205.1131229,23.84783399,93.09902849,43.49601469,5,150,0,98.59708955,Low,6.601073472,7.021430848,246.813521,59.84710022,488.7828978,Ecologically Stable
1/2/2018 18:00,108.924357,31.22565866,38.31904505,17.95419151,11,0,1,130.7868338,Low,5.896897489,6.886224716,4.042718742,181.6172359,416.3067286,Ecologically Degraded
1/2/2018 19:00,48.24223115,20.69761886,80.58667918,28.87887624,9,0,2,114.339271,Low,7.765937001,8.435621922,56.81140266,70.98166234,160.2035548,Ecologically Degraded
1/2/2018 20:00,81.04209824,27.9992015,74.04162361,7.267144299,13,100,0,129.2857983,Low,5.674583683,7.283086661,88.98343892,113.4611962,80.65274109,Ecologically Healthy
1/2/2018 21:00,230.6269768,16.03209695,61.55543176,69.15954161,7,0,0,137.1329005,Low,6.641292325,2.869231309,269.9497087,128.4303413,288.3424345,Ecologically Degraded
1/2/2018 22:00,89.07943008,25.91729483,46.84193577,28.53817543,9,150,0,78.28084688,Moderate,5.424703375,8.506862579,253.5660793,104.422295,165.1421684,Ecologically Healthy
1/2/2018 23:00,65.48423513,15.083541,88.71675427,31.29083898,13,50,0,50.17809518,Low,7.227273962,8.491831856,202.2257277,111.0998488,322.8905634,Ecologically Healthy
1/3/2018 0:00,69.94263059,21.36498274,84.72302782,41.69014904,8,0,0,113.2788107,Low,5.512115763,9.330348649,263.386869,64.29223316,382.977824,Ecologically Healthy
1/3/2018 1:00,108.5756682,24.55843802,31.35014376,14.36239945,7,100,2,95.38106312,Low,6.286417014,7.883592466,246.9046353,140.6732356,7.280900547,Ecologically Degraded
1/3/2018 2:00,41.28158673,8.632415495,48.85690679,54.69116666,9,50,0,109.4118405,Low,5.272344766,9.611510507,227.167398,74.31428798,191.8669388,Ecologically Degraded
1/3/2018 3:00,54.95985591,16.55361302,78.04874063,32.46879115,13,50,3,132.0228574,Low,6.795356293,3.172686038,266.4293773,173.6679115,490.1923578,Ecologically Healthy
1/3/2018 4:00,157.4886197,18.70676909,92.13884566,31.69171365,5,100,2,112.5597756,Low,5.680736152,9.399537662,217.376655,100.5315224,271.0935627,Ecologically Healthy
1/3/2018 5:00,106.4063808,22.56385409,37.47542608,33.31782148,12,0,1,96.21455124,Low,7.862325466,6.704443462,120.9648122,155.0017366,466.2529798,Ecologically Stable
1/3/2018 6:00,89.75804202,18.86336839,52.4451075,27.95661089,10,100,1,66.87702655,Low,7.824584351,6.860143581,189.1394807,85.19396041,324.1896498,Ecologically Healthy
1/3/2018 7:00,162.8006782,13.77469925,61.44860044,19.51539854,9,0,0,69.38322891,Low,8.248832455,10.53644822,106.6665962,196.5678316,66.34981901,Ecologically Healthy
1/3/2018 8:00,45.73428919,22.24407579,94.45131148,26.42691616,11,0,3,89.17679025,Moderate,8.013475677,12.10698964,161.7912952,105.3276861,321.7147798,Ecologically Healthy
1/3/2018 9:00,63.92174586,10.15683011,31.82007174,22.00056401,11,0,0,99.97430967,Low,8.251069269,7.598663649,235.4176509,122.3255792,7.79055651,Ecologically Degraded
1/3/2018 10:00,103.9465152,28.65786523,62.12824627,32.87079874,12,50,0,83.014896,Low,5.075869683,6.614335779,134.9102639,178.5492343,250.1018334,Ecologically Degraded
1/3/2018 11:00,101.3457295,14.78143243,75.4299063,20.30286981,6,0,1,57.94397688,Low,7.934047593,7.872167703,180.4631021,100.5361721,456.3016311,Ecologically Healthy
1/3/2018 12:00,21.29227871,17.82111779,68.35804269,30.45582198,8,0,1,96.23383959,Low,6.381784789,7.96307146,215.5992726,164.1585,475.5113243,Ecologically Stable
1/3/2018 13:00,59.02307068,16.70894043,40.70914899,13.32079025,11,0,0,76.67000001,Low,7.546516448,7.501666695,88.89507823,180.2014311,281.0011957,Ecologically Critical
1/3/2018 14:00,73.34991852,19.87888758,88.93455721,24.95338221,8,0,0,136.2046254,High,5.65008837,6.114353023,192.4057709,62.19222098,292.0591904,Ecologically Healthy
1/3/2018 15:00,112.2302771,15.69343994,75.3189404,1.653004331,9,0,0,52.91662213,Moderate,6.224107409,5.769796628,164.1447143,85.96089005,163.8122625,Ecologically Degraded
1/3/2018 16:00,101.0881821,10.61552684,71.42547343,39.36910357,17,0,0,81.60498048,Moderate,5.865669399,8.628629205,172.813884,184.9105541,380.7416616,Ecologically Healthy
1/3/2018 17:00,78.6196482,18.90880077,98.77805629,26.87824622,12,0,0,106.1108965,Low,5.399352667,6.565133145,251.2834085,35.75110916,98.03368092,Ecologically Critical
1/3/2018 18:00,10.7052541,14.18551853,71.48649031,4.898744793,12,0,0,107.5124447,Low,6.814141158,7.155330054,229.070424,26.09574157,292.9568525,Ecologically Critical
1/3/2018 19:00,81.63355972,21.90838124,33.51643625,20.79141192,16,0,0,88.468964,Low,5.758630248,7.610202974,68.96410652,128.117225,379.3329513,Ecologically Critical
1/3/2018 20:00,87.28195139,13.4466898,56.98799204,13.26892771,8,50,1,100.6794354,Moderate,6.36547066,7.379666682,65.05402466,1.99934815,266.1240108,Ecologically Healthy
1/3/2018 21:00,364.8998894,12.87364697,85.06251352,43.91297702,11,0,0,106.2433474,Low,7.450287858,4.581573079,249.4874654,197.3854356,238.4832538,Ecologically Healthy
1/3/2018 22:00,71.52298863,16.39545756,54.19054305,13.67827134,8,50,3,85.24052249,Moderate,7.318406616,5.813270304,56.04507274,59.07861328,418.242091,Ecologically Healthy
1/3/2018 23:00,104.3529761,22.95689129,35.3490065,4.655416312,13,50,0,121.1510241,Low,6.939704572,4.900976506,270.3450081,55.71790944,330.7026152,Ecologically Stable
1/4/2018 0:00,181.0106379,19.17044198,36.47630749,44.16718022,5,50,0,72.1828355,Low,5.684192194,6.787715718,188.1010038,136.1801709,429.7943574,Ecologically Healthy
1/4/2018 1:00,141.9036348,30.39014633,63.48818698,31.85788105,11,0,3,86.69029234,Low,7.000745908,9.564334249,11.1165373,21.75674404,280.0085677,Ecologically Healthy
1/4/2018 2:00,210.640229,28.56759193,35.79590991,34.27967722,10,100,0,120.5146149,High,5.68027349,8.889876685,148.7234261,1.981260263,31.96064252,Ecologically Healthy
1/4/2018 3:00,21.64561097,25.8997301,62.41630129,33.63857906,13,50,0,118.1644828,Low,7.20211196,6.395481781,178.1530377,66.94809802,48.18082876,Ecologically Stable
1/4/2018 4:00,34.35309471,20.41171425,72.87495598,7.353455948,9,50,0,101.5035493,Moderate,6.473842281,8.40506061,178.6682214,72.55602999,417.0574761,Ecologically Stable
1/4/2018 5:00,51.86335222,19.32808007,32.81570136,44.51413086,19,0,0,134.1140158,Low,7.011460297,8.784905987,159.5194821,172.8145295,265.4591234,Ecologically Stable
1/4/2018 6:00,17.96585974,29.84117776,53.1666026,13.48775704,8,0,0,131.8235829,High,7.8402845,4.808095944,200.7468568,4.793418394,139.1603443,Ecologically Critical
1/4/2018 7:00,87.83786468,16.62238181,39.99592188,50.76309049,11,100,2,100.2550578,Moderate,6.391807567,6.632427097,152.3301119,128.1615721,406.6215405,Ecologically Degraded
1/4/2018 8:00,36.95888553,21.65006453,45.77432182,21.70233942,7,50,0,115.9508051,Moderate,7.487491317,7.207556791,244.6820606,122.0389657,348.1531353,Ecologically Healthy
1/4/2018 9:00,228.7604373,19.16342282,48.44390976,23.51770271,9,50,2,128.5322704,Low,5.751747876,4.805976418,285.2615609,69.15301954,341.7331155,Ecologically Healthy
1/4/2018 10:00,42.31004402,17.4453333,88.18933634,9.785901026,8,100,0,112.0975469,Low,7.039425153,6.314956177,158.6081571,9.45170067,474.9176027,Ecologically Degraded
1/4/2018 11:00,64.22516089,20.86586971,64.3028542,8.951704231,8,0,1,105.9081761,Low,7.576829454,5.817227744,132.6226916,118.995862,425.12805,Ecologically Stable
1/4/2018 12:00,147.648108,19.30546141,52.53881659,43.97124582,8,50,0,92.13349041,Moderate,7.417554183,7.183802041,297.9745305,111.7901733,384.8215076,Ecologically Healthy
1/4/2018 13:00,26.45690285,25.13223522,40.71743832,29.69986748,11,0,0,126.755999,Low,6.900632779,10.99830607,59.54924349,16.65789337,475.7210736,Ecologically Stable
1/4/2018 14:00,16.67915825,13.65939134,67.73643111,50.44883962,11,0,0,92.50888478,High,5.061170467,10.89615395,203.492545,47.13394168,29.50274787,Ecologically Healthy
1/4/2018 15:00,95.82858719,17.0155157,62.5873474,24.34812718,5,100,0,91.48193827,Low,5.848897302,4.985447931,147.9115411,35.49022819,164.2641598,Ecologically Healthy
1/4/2018 16:00,101.2595243,17.63256485,59.95135181,26.5403606,11,50,0,97.03197592,Low,8.430541952,6.485130097,286.1534723,1.807737116,428.9876098,Ecologically Healthy
1/4/2018 17:00,144.672732,23.19633453,51.42390685,43.18630335,11,0,1,111.9234281,Moderate,6.002174602,3.648301851,8.539495394,97.6614225,317.4058364,Ecologically Healthy
1/4/2018 18:00,121.768861,19.99168722,83.89963367,29.26849515,6,0,1,80.0633192,Moderate,6.654059867,7.438297481,146.0275285,141.0589185,475.9318824,Ecologically Stable
1/4/2018 19:00,104.0111835,14.73595618,73.25380827,52.03624019,13,50,0,88.008019,Low,5.144409897,2.422265178,86.34897455,159.9779773,201.7549288,Ecologically Healthy
1/4/2018 20:00,46.69407085,14.21176856,94.00504062,25.45848181,6,0,2,103.7742819,Low,6.365910818,4.523353103,242.9484357,165.1357182,196.1201476,Ecologically Healthy
1/4/2018 21:00,99.24224558,27.34629594,53.10023222,15.21615109,14,0,2,110.7250478,Moderate,5.501715511,7.254230055,261.1346382,19.01647067,148.8242655,Ecologically Healthy
1/4/2018 22:00,103.718713,24.10596027,67.92251796,11.89914548,10,0,1,145.5915312,Low,5.320577804,3.370122139,67.39348968,75.14785027,24.7411078,Ecologically Stable
1/4/2018 23:00,45.20421464,12.46398822,39.03835622,25.34311562,16,0,1,106.2011704,Moderate,7.820433663,5.80718702,75.91236867,21.28874571,454.2611518,Ecologically Critical
1/5/2018 0:00,271.103776,21.15401476,87.73308133,9.75432275,11,0,0,121.7862688,Low,6.041562655,5.649625714,232.7635487,153.1466411,230.5716339,Ecologically Critical
1/5/2018 1:00,117.8136785,20.25979352,60.45558138,51.17053098,11,0,0,109.3973878,Moderate,5.089140202,5.348298015,169.5232548,53.24030546,256.0641076,Ecologically Stable
1/5/2018 2:00,34.92308727,24.62843379,93.00884978,17.98682515,10,0,0,130.560208,Low,6.043629071,7.564267812,137.3298832,145.1875514,198.3448402,Ecologically Healthy
1/5/2018 3:00,145.1638953,19.82678806,85.77588032,31.52172113,11,0,0,85.19090473,Moderate,5.072448967,8.267182996,90.70215469,59.95159061,215.2292774,Ecologically Healthy
1/5/2018 4:00,162.269757,23.34396651,95.20808137,15.82956054,12,0,0,94.1878656,Low,5.115510081,5.004967669,176.3125989,19.56507171,148.2166154,Ecologically Degraded
1/5/2018 5:00,112.9189174,18.25624473,73.67989353,34.11781206,8,0,1,81.19410038,Low,5.226793157,5.386056237,58.52676345,182.1076947,83.08961338,Ecologically Critical
1/5/2018 6:00,68.47599191,15.24371382,74.35947916,9.039688009,11,50,0,102.4236301,Low,7.574829193,2.267656792,151.519937,12.78776977,151.8342123,Ecologically Degraded
1/5/2018 7:00,43.5342673,13.14481273,37.06058545,30.41473718,12,50,1,93.92990628,Moderate,7.661053418,6.594211898,122.1882593,168.7423098,389.538925,Ecologically Healthy
1/5/2018 8:00,78.45485982,20.96920101,31.45755186,23.57108077,11,0,2,111.3898288,Moderate,8.218941681,6.690956406,23.80409295,20.88592991,79.01511609,Ecologically Healthy
1/5/2018 9:00,107.3512973,15.52670916,45.84441174,48.2132485,12,0,1,76.0798256,Low,8.327501527,5.796367539,76.61484862,80.38870024,440.048536,Ecologically Healthy
1/5/2018 10:00,84.17542248,18.9320868,34.1805871,26.56786129,11,50,1,132.8322159,Moderate,6.873189106,5.70476859,103.6724792,154.9474622,97.6130294,Ecologically Stable
1/5/2018 11:00,216.7763608,24.76784545,93.75773355,11.04452089,9,0,0,51.9885402,Low,5.731118033,7.837392026,212.7816908,22.65665646,428.1630609,Ecologically Healthy
1/5/2018 12:00,130.5956418,19.46962627,55.56254995,36.73786571,10,50,2,123.3317427,Low,7.457357498,9.093455851,137.410568,140.7510672,268.4594793,Ecologically Stable
1/5/2018 13:00,39.34600272,14.29457422,42.3565758,11.58972132,12,100,1,99.31722478,Low,7.935080484,9.822408531,57.64965197,124.2218651,199.0655574,Ecologically Healthy
1/5/2018 14:00,31.55938274,16.23011101,58.98491597,10.33473619,8,100,1,106.3876696,Low,6.390031137,5.172187513,100.4409345,1.874257618,50.58787299,Ecologically Stable
1/5/2018 15:00,118.5175558,23.72717891,62.07024985,24.9948337,10,0,0,103.4766709,Low,6.96543742,8.318015121,208.9437402,178.669557,388.1761124,Ecologically Healthy
1/5/2018 16:00,69.7251263,16.46110493,46.74300191,5.275618608,11,100,1,117.2120189,Low,7.372001522,10.30390199,117.4358787,103.9137795,18.77842485,Ecologically Healthy
1/5/2018 17:00,138.4406073,21.31115886,85.42887419,43.33853694,15,100,0,135.580515,High,6.728740301,4.701078466,18.04066454,141.8135312,40.38069939,Ecologically Healthy
1/5/2018 18:00,117.7652814,26.52517395,37.63736541,31.32689555,20,50,3,101.1219946,Low,6.085276263,6.328205729,190.6965405,194.2230163,31.21495132,Ecologically Degraded
1/5/2018 19:00,78.72009397,15.17559028,87.55255952,18.97997378,11,0,3,82.77970177,Low,5.422738396,6.028500765,262.9828093,20.12909647,413.2447748,Ecologically Stable
1/5/2018 20:00,39.75303405,24.9458001,93.71156736,66.73725017,8,0,0,75.22136968,Low,7.644090249,9.38443582,203.9010943,19.60417661,323.121905,Ecologically Degraded
1/5/2018 21:00,18.80998623,25.22582697,40.13305042,28.52493376,10,0,0,122.9320925,Low,7.079911157,6.012764076,217.8780669,81.14949618,471.4499497,Ecologically Healthy
1/5/2018 22:00,97.93103708,24.06438134,30.43365997,22.64472655,6,50,2,158.2820023,Low,7.719077296,7.599960066,47.60552103,118.9974276,252.9549023,Ecologically Degraded
1/5/2018 23:00,26.01257668,18.77295126,72.62694157,56.65730013,11,50,0,148.6660966,Moderate,6.889815002,6.53844969,83.68246297,144.1509255,233.8904951,Ecologically Stable
1/6/2018 0:00,38.31020647,21.25804992,67.7971883,5.511793751,10,50,0,62.10631087,Moderate,7.948432908,5.370454466,107.8086897,105.0226382,49.32471895,Ecologically Healthy
1/6/2018 1:00,93.655314,19.52799806,60.40901082,23.61365544,7,50,0,56.71923345,Moderate,6.595494141,6.037716604,136.0388155,61.18378687,3.371144129,Ecologically Healthy
1/6/2018 2:00,87.14744378,19.93184931,57.008661,18.43108347,6,100,0,117.9260653,Low,7.569904755,7.269485324,236.0569485,4.490184687,46.34678468,Ecologically Critical
1/6/2018 3:00,29.18609782,15.71187387,60.42151851,38.32354938,8,50,1,123.5942539,Low,7.444912657,4.565931408,201.3644704,107.2925121,359.500265,Ecologically Critical
1/6/2018 4:00,174.6163282,11.89388739,44.27676561,4.616618325,12,100,0,65.85218411,Moderate,6.308540312,7.189258127,242.6263473,82.97719729,328.9304198,Ecologically Healthy
1/6/2018 5:00,171.5429215,13.88304485,58.4156035,25.97693908,11,0,1,108.2021557,Low,7.562384088,7.033211727,135.8006432,18.25222023,89.70966005,Ecologically Stable
1/6/2018 6:00,121.1957104,27.80381475,93.84320988,50.10992774,14,0,0,93.77119523,Low,8.263029887,8.748885379,116.2754989,194.5689524,460.3705883,Ecologically Degraded
1/6/2018 7:00,121.0922227,30.85596327,48.19849829,29.92323371,8,0,0,66.98741928,Low,5.0953273,5.21008991,49.83508973,125.1173309,211.8294571,Ecologically Stable
1/6/2018 8:00,121.1967395,33.31640311,88.88160828,9.564513113,15,50,0,66.71299249,Low,8.015614674,5.569415495,69.41372866,121.7850806,49.15138758,Ecologically Healthy
1/6/2018 9:00,161.3279973,19.02192864,40.08608885,38.16261624,10,50,0,103.8983156,High,5.452262559,11.09437148,250.0968636,161.6519251,242.8943223,Ecologically Healthy
1/6/2018 10:00,132.848768,16.57683635,66.71213629,3.502606216,10,0,0,115.1653906,Low,5.565349238,4.525713977,123.2399784,84.62833208,196.3017653,Ecologically Healthy
1/6/2018 11:00,42.73989054,22.07547848,84.58158205,21.34865413,10,0,0,68.1401821,Low,5.704593717,4.515550066,14.85756811,94.85757164,338.443681,Ecologically Healthy
1/6/2018 12:00,68.96242404,16.84237816,44.7938678,51.6546954,14,0,1,95.3263678,Low,8.432644012,8.016482665,57.7869899,170.0701399,273.9261263,Ecologically Stable
1/6/2018 13:00,339.8266099,28.65808473,65.10476815,5.959190782,8,0,1,109.8835312,High,7.865946906,5.222226735,281.5421298,171.7885129,91.26705971,Ecologically Stable
1/6/2018 14:00,11.57421595,20.51408227,81.79633101,80.50948017,8,0,0,129.4709637,Low,7.230305288,6.357193698,281.1041329,107.6388143,43.0320766,Ecologically Healthy
1/6/2018 15:00,56.43148547,22.70728203,42.37416848,39.68121265,9,50,0,100.7142361,Moderate,5.991438922,6.547138883,247.7559574,52.22002742,279.1904818,Ecologically Stable
1/6/2018 16:00,175.2406278,12.39357389,75.38971927,31.25734235,12,0,0,104.1593717,Low,5.277484253,6.441801699,140.7441403,38.73431232,104.8393928,Ecologically Stable
1/6/2018 17:00,45.16334131,24.47462348,67.39900376,21.13419658,18,0,1,106.8094432,Low,8.242223687,6.239310675,236.4861105,175.7123582,211.7477716,Ecologically Stable
1/6/2018 18:00,135.3489644,14.01655044,47.73046436,59.52220603,10,0,0,107.4823491,Low,5.193841389,10.656523,7.071454818,188.5803282,185.2892435,Ecologically Healthy
1/6/2018 19:00,86.30973192,25.10086688,44.35897497,7.060047973,10,50,1,82.28063299,Low,6.96905421,3.910494544,253.1365127,17.06313917,332.553861,Ecologically Healthy
1/6/2018 20:00,47.95224585,15.23526081,99.74907154,40.74957751,7,0,1,121.2076111,Low,6.88685976,6.978073942,250.7399374,195.5255086,288.9163866,Ecologically Degraded
1/6/2018 21:00,9.050560856,14.60044181,63.12514616,6.399427672,10,0,1,104.2174177,Low,6.84005323,6.341689886,129.6540117,177.1112077,259.9836054,Ecologically Healthy
1/6/2018 22:00,95.957626,22.28989816,84.15580845,70.74522174,11,0,0,105.5640743,Low,6.216038579,4.341842876,3.804481141,103.809309,298.5089201,Ecologically Healthy
1/6/2018 23:00,41.93046607,19.48356098,78.13262684,19.89363509,11,0,0,74.98615443,Low,6.174352926,3.104462724,218.1469819,124.5194727,377.1115,Ecologically Healthy
1/7/2018 0:00,76.14436876,12.30270044,68.64390551,2.956702432,14,0,1,77.96764204,Moderate,5.922890618,8.811389389,171.4486604,71.07638138,467.4470233,Ecologically Stable
1/7/2018 1:00,120.3650485,15.89258329,98.01700541,15.39572847,10,50,0,86.88257315,Moderate,7.223582189,4.957167699,132.7011597,148.3905362,372.1665582,Ecologically Healthy
1/7/2018 2:00,152.6406149,22.42941915,39.59798786,12.01830608,10,0,0,98.4383405,Low,8.251512197,8.303554988,40.64098143,92.58105419,310.2033173,Ecologically Stable
1/7/2018 3:00,56.28161779,16.70215711,95.54211508,20.72618271,19,50,0,89.85659735,Moderate,7.012764199,7.04590208,110.4970506,15.66634369,342.2611286,Ecologically Degraded
1/7/2018 4:00,47.87508077,18.11939692,70.14556596,30.4217834,10,0,0,71.14160216,Moderate,7.182974147,5.141009022,167.7373444,103.3883572,378.8908733,Ecologically Stable
1/7/2018 5:00,25.5653039,19.27828741,99.26744019,4.022081069,13,0,3,138.3925143,Moderate,6.947455598,5.056112812,131.9161003,116.920302,84.37443258,Ecologically Degraded
1/7/2018 6:00,157.7314536,15.76600606,55.07664512,22.62332018,15,50,2,81.19609773,Low,6.338846985,3.463238088,257.8278074,131.1056613,68.81324434,Ecologically Stable
1/7/2018 7:00,309.0862988,16.35184083,38.14998821,15.0258777,8,0,0,131.5591853,Low,7.550801384,11.81712262,50.40944226,112.2881869,233.4172193,Ecologically Degraded
